"tax_id","org_name","genome_size","gc_content","motility","gram_stain","sporulation","cell_shape","range_salinity","range_tmp","metabolism","optimum_tmp","ref_type","reference"
1451,NA,NA,45.63376,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1220556,NA,NA,51.610477,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
160799,NA,8156808,51.39,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
59846,NA,NA,51.667923,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1220558,NA,NA,52.4,"Yes","Positive","Yes","Bacilli",NA,"Mesophilic","Aerobic",31,"doi","doi.org/10.1093/nar/gkw1017"
1220560,NA,NA,46.22874,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",29,"doi","doi.org/10.1093/nar/gkw1017"
1658519,NA,NA,56.201263,"Yes","Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
717606,"Paenibacillus curdlanolyticus YK9",NA,51.94,"Yes","+","Yes","Rod",NA,NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
59840,NA,NA,49.665657,"No","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1122917,"Paenibacillus daejeonensis DSM 15491",NA,53.3,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1380763,NA,NA,56.9,NA,NA,"Yes","Bacilli",NA,"Psychrophilic","Aerobic",18,"doi","doi.org/10.1093/nar/gkw1017"
1380763,NA,NA,56.8,NA,NA,"Yes","Bacilli",NA,"Psychrophilic","Aerobic",18,"doi","doi.org/10.1093/nar/gkw1017"
44251,NA,6053498,50.81,"Yes",NA,"Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
44251,NA,NA,49.05,"Yes",NA,NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1220562,NA,NA,54.237083,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",34,"doi","doi.org/10.1093/nar/gkw1017"
1349776,NA,NA,53.409058,"Yes",NA,NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1122918,"Paenibacillus fonticola DSM 21315",NA,47.7,"Yes","Positive","Yes","Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1122919,"Paenibacillus ginsengihumi DSM 21568",NA,57.1,"Yes","Positive","Yes","Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1349777,NA,NA,48.571865,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
59843,NA,5897585,49.19,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
59843,NA,NA,48.08,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1220565,NA,NA,50.836792,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",32.5,"doi","doi.org/10.1093/nar/gkw1017"
189425,NA,7166464,50.57,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1349778,NA,NA,58.06639,"Yes","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1349779,NA,NA,47.129223,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1220566,NA,NA,52.213165,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1220568,NA,NA,54.878613,"Yes","Negative",NA,"Bacilli",NA,"Mesophilic","Facultative",30,"doi","doi.org/10.1093/nar/gkw1017"
741161,"Paenibacillus larvae subsp. larvae B-3650",NA,44.08,NA,"+","Yes","Rod",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
392917,"Paenibacillus larvae subsp. larvae BRL-230010",NA,44.1,NA,"+","Yes","Rod",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
697284,NA,NA,37.14,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
697284,"Paenibacillus larvae subsp. larvae DSM 25430",4056006,44.9812,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
697286,NA,NA,36.95,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
697286,"Paenibacillus larvae subsp. larvae DSM 25719",NA,44.1,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1349780,NA,NA,49.50993,NA,NA,NA,NA,NA,NA,"Facultative",29,"doi","doi.org/10.1093/nar/gkw1017"
1349781,NA,NA,52.577995,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1122921,"Paenibacillus massiliensis 2301065 = DSM 16942",NA,48.5,"Yes","Positive","Yes","Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
162209,NA,5200139,49.69,NA,"Positive",NA,"Bacilli",NA,"Thermophilic","Aerobic",50,"doi","doi.org/10.1093/nar/gkw1017"
189426,NA,6812473,44.21,"Yes",NA,"Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1349782,NA,NA,46.52,NA,"Positive",NA,NA,NA,NA,"Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
217090,NA,NA,63.26758,NA,"Positive",NA,"Bacilli",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1414587,NA,NA,45.17,NA,NA,NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1036171,"Paenibacillus polymyxa ATCC 842",NA,44.9,NA,NA,"Sporulating","Rod-shaped",NA,"Mesophile",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1429244,"Paenibacillus polymyxa CR1",6024666,45.6,"Yes","Positive","Yes","Bacilli","Unknown","Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
349520,"Paenibacillus polymyxa E681",5394884,45.79,NA,"+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1156938,"Paenibacillus polymyxa OSY-DF",NA,45.4,"Yes","Positive","Yes","Bacilli",NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1406,NA,NA,42.01,"Yes","Positive",NA,"Bacilli",NA,"Unknown","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1406,NA,NA,45.01,"Yes","Positive",NA,"Bacilli",NA,"Unknown","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1406,NA,5829236,45.38,"Yes","Positive",NA,"Bacilli",NA,"Unknown","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1268072,NA,5270569,52.6,"Yes","Positive","No","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1122925,"Paenibacillus sanguinis 2301083 = DSM 16941",NA,49.3,"Yes","Positive","Yes","Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1695218,NA,5375858,56.34,NA,"Positive",NA,"Bacilli",NA,"Thermophilic","Aerobic",50,"doi","doi.org/10.1093/nar/gkw1017"
2749268,NA,NA,52.3448,"No","Negative",NA,"Bacilli",NA,"Thermophilic","Facultative",55,"doi","doi.org/10.1093/nar/gkw1017"
1462996,NA,4985901,51.01,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1536774,NA,7692748,49.14,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1536775,NA,6765883,43.69,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1227349,"Paenibacillus sp. FSL H7-689",NA,45.8,NA,"Positive","Sporulating","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1227350,"Paenibacillus sp. FSL H8-237",NA,44,NA,"Positive","Sporulating","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1227351,"Paenibacillus sp. FSL H8-457",NA,51.2,NA,"Positive","Sporulating","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1536769,NA,8423054,51.07,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1536770,NA,6787172,43.66,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1536771,NA,7718525,51.08,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1226754,"Paenibacillus sp. FSL R5-192",NA,45.7,NA,"Positive","Sporulating","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1227076,"Paenibacillus sp. FSL R5-808",NA,48.8,NA,"Positive","Sporulating","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1536772,NA,7288921,51.9,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1536773,NA,6931967,51.23,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1226755,"Paenibacillus sp. FSL R7-269",NA,51.8,NA,"Positive","Sporulating","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1227352,"Paenibacillus sp. FSL R7-277",NA,52.5,NA,"Positive","Sporulating","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1078505,"Paenibacillus sp. HGH0039",NA,52.9,NA,"Positive",NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
867076,NA,NA,46.64,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",22,"doi","doi.org/10.1093/nar/gkw1017"
867076,NA,NA,48.05,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",22,"doi","doi.org/10.1093/nar/gkw1017"
867076,NA,NA,43.71,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",22,"doi","doi.org/10.1093/nar/gkw1017"
867076,NA,NA,46.21,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",22,"doi","doi.org/10.1093/nar/gkw1017"
867076,NA,NA,46.08,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",22,"doi","doi.org/10.1093/nar/gkw1017"
867076,NA,NA,45.86,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",22,"doi","doi.org/10.1093/nar/gkw1017"
867076,NA,5884793,46.83,NA,NA,NA,NA,NA,"Psychrophilic","Facultative",22,"doi","doi.org/10.1093/nar/gkw1017"
867080,NA,NA,50.77,NA,"Positive",NA,"Bacilli",NA,"Psychrophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1566358,NA,NA,39.18,"Yes","Positive",NA,"Bacilli",NA,"Psychrophilic","Aerobic",25,"doi","doi.org/10.1093/nar/gkw1017"
1566358,NA,5787303,41.33,"Yes","Positive",NA,"Bacilli",NA,"Psychrophilic","Aerobic",25,"doi","doi.org/10.1093/nar/gkw1017"
935845,"Paenibacillus sp. J14",NA,51.8,NA,"Positive","Sporulating","Rod-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
324057,"Paenibacillus sp. JDR-2",7184930,50.3,NA,"+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1501230,NA,NA,53,NA,"Positive","Yes","Bacilli","Unknown","Mesophilic","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1196323,"Paenibacillus sp. OSY-SE",NA,48.7,"Yes","Positive","Yes","Bacilli","Unknown","Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1472719,NA,NA,53.48,NA,"Positive","Yes","Bacilli","NonHalophilic","Thermophilic","Facultative",45,"doi","doi.org/10.1093/nar/gkw1017"
1499968,NA,NA,45.7,"Yes",NA,NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1590651,NA,NA,55.02,NA,"Positive",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1495853,NA,NA,45.8,NA,"Negative",NA,"Bacilli",NA,NA,"Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
481743,"Paenibacillus sp. Y412MC10",7121665,51.2,"Yes","+","Yes","Rod",NA,"Thermophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
621372,"Paenibacillus sp. oral taxon 786 str. D14",NA,52,NA,"+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
169760,NA,5658798,53.54,"Yes","Positive","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1122927,"Paenibacillus terrigena DSM 21567",NA,46.1,"Yes","Positive","Yes","Bacilli",NA,"Psychrotolerant","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1349794,NA,NA,53.68277,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1349783,NA,NA,52.18715,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
715225,"Paenibacillus vortex V453",NA,48.8,NA,"+","Yes","Rod",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
268407,NA,NA,44.87,"Yes","Negative","Yes","Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
588083,NA,NA,49.583687,NA,"Positive",NA,"Bacilli",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1172204,NA,NA,27.624193,"Yes","Positive",NA,"Bacilli",NA,"Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1662865,NA,NA,66.99924,NA,"Negative",NA,NA,NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
650093,NA,NA,38.47,"No","Positive",NA,"Bacilli",NA,"Psychrophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1078085,"Paenisporosarcina sp. HGH0030",NA,39.2,NA,"Positive",NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1231057,NA,NA,36.90943,NA,"Positive",NA,"Bacilli",NA,"Psychrophilic","Aerobic",22,"doi","doi.org/10.1093/nar/gkw1017"
1211706,NA,NA,36.60086,"No","Positive",NA,"Cocci",NA,"Psychrophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
588319,NA,NA,54.306206,"Yes",NA,NA,"Cocci",NA,"Hyperthermophilic","Anaerobic",83,"doi","doi.org/10.1093/nar/gkw1017"
694427,"Paludibacter propionicigenes WB4",3685504,39.3,"No","-","No","Rod",NA,"Mesophilic","Anaerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1416914,"Pandoraea pnomenusa 3kgm",5435131,64.7,NA,"Negative",NA,"Bacilli",NA,NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1122929,"Pannonibacter phragmitetus DSM 14782",NA,63.1,"Yes","Negative","No","Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
121719,NA,NA,63.92,NA,NA,NA,NA,NA,"Thermophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
121719,NA,5669701,63.37,NA,NA,NA,NA,NA,"Thermophilic","Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1261128,"Pantoea agglomerans 299R",NA,54.3,NA,"Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1408177,NA,NA,54.8,NA,"Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
549,NA,NA,55.15,"Yes","Negative","No","Bacilli",NA,NA,"Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1220570,NA,NA,55.12,"Yes","Negative",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1332072,"Pantoea agglomerans Tx10",NA,55.1,NA,"Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
574096,NA,NA,52.98,"Yes","Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1332074,"Pantoea ananatis BRT175",NA,53.7,"Yes","Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
706191,"Pantoea ananatis LMG 20103",4690298,53.7,"Yes","-",NA,"Rod",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1378093,NA,NA,53.4,NA,"Negative","No",NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1440773,"Pantoea ananatis Sd-1",NA,53.3,NA,"Negative",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
553,NA,NA,48.58,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
553,NA,NA,51.75,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
553,NA,NA,53.07,NA,NA,NA,NA,NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
472694,NA,NA,55.74,"Yes","Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1440767,NA,NA,56.28174,NA,"Negative",NA,"Bacilli",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
665913,NA,NA,56.98,"Yes","Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
472705,NA,NA,55.56,"Yes","Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
55209,NA,NA,54.07,"Yes","Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
470932,NA,NA,57.67,"Yes","Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1440057,NA,NA,57.61771,NA,"Negative",NA,"Bacilli",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
472693,NA,NA,56.26,"Yes","Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
665914,NA,NA,57.79,"Yes","Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1076549,NA,NA,53.87,"Yes","Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1076550,NA,NA,52.61,"Yes","Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
472695,NA,NA,58.68,"Yes","Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1225184,NA,NA,52.92,NA,"Negative",NA,"Bacilli",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
592316,"Pantoea sp. At-9b",6312783,54.3,"No","-","No","Rod",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
592316,NA,NA,51.96,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
592316,NA,NA,51,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
592316,NA,NA,54.76,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
592316,NA,NA,54.58,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
592316,NA,NA,53.38,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
549,"Pantoea sp. SL1_M5",NA,55.14,"Nonmotile","gram -","Nonsporulating","Rod-shaped",NA,"Mesophile","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
517433,"Pantoea sp. aB",NA,54.31,"Yes","-",NA,"Rod",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
66270,NA,NA,53.7,"Yes","Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
712898,NA,4888338,55.13,"No","Negative",NA,"Bacilli",NA,NA,"Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
712898,NA,NA,52.96,"No","Negative",NA,"Bacilli",NA,NA,"Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
712898,NA,NA,51.15,"No","Negative",NA,"Bacilli",NA,NA,"Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
712898,NA,NA,53.87,"No","Negative",NA,"Bacilli",NA,NA,"Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1076551,NA,NA,56.25,"Yes","Negative",NA,NA,NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
435591,"Parabacteroides distasonis ATCC 8503",4811379,45.1,"No","+","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
999416,"Parabacteroides distasonis CL03T12C09",NA,45.13,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
999417,"Parabacteroides distasonis CL09T03C24",NA,44.96,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
999418,"Parabacteroides goldsteinii CL02T12C30",NA,43.5,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
999419,"Parabacteroides johnsonii CL02T12C29",NA,45.13,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
537006,"Parabacteroides johnsonii DSM 18315",NA,43.55,NA,"-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
411477,"Parabacteroides merdae ATCC 43184",NA,45.3,NA,"-","No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
999420,"Parabacteroides merdae CL03T12C32",NA,45.25,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
999421,"Parabacteroides merdae CL09T00C40",NA,45.25,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
563193,"Parabacteroides sp. D13",NA,45.2,"No",NA,"No","Rod",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
658661,"Parabacteroides sp. D25",NA,45.07,NA,"Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
658662,NA,NA,45.05,"No","Negative",NA,"Bacilli",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1078087,NA,NA,44.18,NA,"Positive",NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1323664,NA,NA,62.41,"Yes","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
75105,NA,NA,62.44,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",28,"doi","doi.org/10.1093/nar/gkw1017"
75105,NA,NA,58.9,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",28,"doi","doi.org/10.1093/nar/gkw1017"
391038,NA,NA,61.87,"No","Negative",NA,"Bacilli",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
391038,NA,NA,59.18,"No","Negative",NA,"Bacilli",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
398527,NA,NA,58.31,"Yes","Negative",NA,"Bacilli",NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
2735433,NA,9470940,62.40371,"Yes","Negative",NA,"Bacilli",NA,NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
2735434,NA,11246397,61.711807,"Yes","Negative",NA,"Bacilli",NA,NA,"Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
92647,NA,NA,64.76407,"Yes","Negative",NA,"Bacilli",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
83552,NA,NA,39.04,"No","Negative","No","Cocci",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
159254,"Parachlamydia acanthamoebae str. Hall's coccus",NA,39,NA,NA,NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1629550,NA,NA,28.23,NA,NA,NA,NA,NA,"Mesophilic","Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1367847,NA,NA,62.82,NA,"Negative",NA,NA,NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1367847,NA,NA,64.21,NA,"Negative",NA,NA,NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1367847,NA,NA,62.28,NA,"Negative",NA,NA,NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1367847,NA,NA,63.86,NA,"Negative",NA,NA,NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1367847,NA,NA,63.27,NA,"Negative",NA,NA,NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
1367847,"Paracoccus aminophilus JCM 7686",4873118,63.3754,NA,"Negative","No",NA,"Unknown","Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
318586,"Paracoccus denitrificans PD1222",5236194,66.8,"No","-","No","Sphere, Rod",NA,"Mesophilic","Aerobic",27.5,"doi","doi.org/10.1093/nar/gkw1017"
318586,NA,NA,67.14,"No","Negative",NA,NA,NA,"Mesophilic","Aerobic",27.5,"doi","doi.org/10.1093/nar/gkw1017"
1051075,"Paracoccus denitrificans str. SD1",2985589,65,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophile","Aerobic",27.5,"doi","doi.org/10.1093/nar/gkw1017"
