"tax_id","org_name","genome_size","gc_content","motility","gram_stain","sporulation","cell_shape","range_salinity","range_tmp","metabolism","optimum_tmp","ref_type","reference"
1294274,NA,NA,37.59,"No","Positive",NA,"Cocci",NA,NA,"Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1335,NA,NA,37,"No","Positive","No","Cocci","NonHalophilic","Mesophilic","Anaerobic",39,"doi","doi.org/10.1093/nar/gkw1017"
1335,NA,NA,37.04387,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1123303,"Streptococcus ferus DSM 20646",NA,42.7,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
637909,"Streptococcus gallolyticus UCN34",2350911,37.6,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
545774,"Streptococcus gallolyticus subsp. gallolyticus TX20005",NA,37,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
467705,"Streptococcus gordonii str. Challis substr. CH1",2196662,40.5,"No","+","No","Coccus",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1302,NA,2283306,40.58,"No","Positive",NA,"Cocci",NA,NA,"Anaerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1123304,"Streptococcus henryi DSM 19005",NA,38.6,"No","Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
910939,NA,NA,36.69,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
764299,"Streptococcus ictaluri 707-05",NA,38.21,NA,"gram +",NA,"Coccus-shaped",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
471872,"Streptococcus infantarius subsp. infantarius ATCC BAA-102",NA,37.6,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1069533,NA,NA,34.96,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
871237,"Streptococcus infantis SK1302",NA,39.24,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
386894,"Streptococcus iniae 9117",NA,36.75,"No","Positive",NA,"Cocci",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1273539,"Streptococcus iniae IUSA1",NA,36.99,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1318633,"Streptococcus iniae SF1",2149844,36.7,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1346,NA,NA,36.52,"No","Positive",NA,"Cocci",NA,"Mesophilic","Unknown",NA,"doi","doi.org/10.1093/nar/gkw1017"
1095731,"Streptococcus intermedius ATCC 27335",NA,37.6,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
591365,"Streptococcus intermedius JTH08",1933610,29.3,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1338,NA,1908201,37.57,"No","Positive",NA,"Cocci",NA,NA,"Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1338,NA,2006877,37.55,"No","Positive",NA,"Cocci",NA,NA,"Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
764298,"Streptococcus macacae NCTC 11558",NA,37.95,NA,"gram +",NA,"Coccus-shaped",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
59310,NA,NA,37.4,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1123306,"Streptococcus marimammalium DSM 18627",NA,33.2,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1123307,"Streptococcus massiliensis DSM 18628",NA,41.5,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1123308,"Streptococcus merionis DSM 19192",NA,41.7,"No","Positive","No","Cocci",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1123309,"Streptococcus minor DSM 17118",NA,41.1,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1239792,"Streptococcus mitis 11/5",NA,40.3,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1239793,"Streptococcus mitis 13/39",NA,39.7,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
365659,"Streptococcus mitis B6",2146611,40,"No","+","No","Coccus",NA,"Mesophilic","Aerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
246201,"Streptococcus mitis NCTC 12261",NA,40,"No","+","No","Coccus",NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
585202,"Streptococcus mitis SK321",NA,40.05,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
585203,"Streptococcus mitis SK564",NA,39.73,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
585204,"Streptococcus mitis SK597",NA,39.54,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
768726,"Streptococcus mitis bv. 2 str. F0392",NA,41.23,NA,NA,NA,"Coccus-shaped",NA,"Mesophile","Anaerobe",NA,"doi","doi.org/10.1093/nar/gkw1017"
28037,NA,1906344,40.21,"No","Positive",NA,"Cocci",NA,NA,"Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
28037,NA,2086958,39.748714,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
28037,NA,NA,40.4,"No","Positive","No","Cocci",NA,NA,"Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
28037,NA,NA,40.1,"No","Positive","No","Cocci",NA,NA,"Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
28037,NA,NA,40.3,"No","Positive","No","Cocci",NA,NA,"Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
28037,NA,NA,40,"No","Positive","No","Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
28037,NA,NA,40,"No","Positive","No","Cocci",NA,NA,"Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
28037,NA,NA,39.4,"No","Positive","No","Cocci",NA,NA,"Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
28037,NA,NA,40.2,"No","Positive","No","Cocci",NA,NA,"Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
28037,NA,NA,39.8,"No","Positive","No","Cocci",NA,NA,"Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
28037,NA,NA,39.9,"No","Positive","No","Cocci",NA,NA,"Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1257037,"Streptococcus mutans 5DC8",NA,36.9,"No","Positive","No","Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1257040,"Streptococcus mutans AC4446",NA,36.9,"No","Positive","No","Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1257041,"Streptococcus mutans ATCC 25175",NA,36.9,"No","Positive","No","Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225197,"Streptococcus mutans B04Sm5",NA,37,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225187,"Streptococcus mutans B05Sm11",NA,37,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225199,"Streptococcus mutans B06Sm2",NA,36.9,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225192,"Streptococcus mutans B07Sm2",NA,36.7,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225198,"Streptococcus mutans B082SM-A",NA,37,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225190,"Streptococcus mutans B084SM-A",NA,36.9,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225193,"Streptococcus mutans B09Sm1",NA,37,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225195,"Streptococcus mutans B102SM-B",NA,36.8,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225191,"Streptococcus mutans B107SM-B",NA,36.8,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225203,"Streptococcus mutans B111SM-A",NA,36.8,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225196,"Streptococcus mutans B112SM-A",NA,37.1,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225204,"Streptococcus mutans B114SM-A",NA,37,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225205,"Streptococcus mutans B115SM-A",NA,36.9,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225189,"Streptococcus mutans B12Sm1",NA,36.9,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225188,"Streptococcus mutans B13Sm1",NA,36.8,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225202,"Streptococcus mutans B23Sm1",NA,37,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225194,"Streptococcus mutans B24Sm2",NA,36.7,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225200,"Streptococcus mutans B85SM-B",NA,36.9,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1225201,"Streptococcus mutans B88SM-A",NA,36.7,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1123310,"Streptococcus mutans DSM 20523",NA,36.7,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1198676,"Streptococcus mutans GS-5",2027088,36.8,"No","Positive","No","Cocci","Mesophilic","Mesophilic","Microaerophilic",37,"doi","doi.org/10.1093/nar/gkw1017"
1257038,"Streptococcus mutans KK21",NA,36.8,"No","Positive","No","Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1257039,"Streptococcus mutans KK23",NA,36.7,"No","Positive","No","Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1155071,NA,2015626,37.05,"No","Positive",NA,"Cocci",NA,"Cryophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1257042,"Streptococcus mutans NCTC 11060",NA,37,"No","Positive","No","Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
511691,"Streptococcus mutans NN2025",2013587,36.85,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
210007,"Streptococcus mutans UA159",2030921,36.8,"No","+","No","Coccus",NA,"Mesophilic","Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1225186,"Streptococcus mutans str. B16 P Sm1",NA,36.9,NA,"Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1309,NA,NA,36.75,NA,NA,NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1309,NA,NA,36.76,"No","Positive",NA,"Cocci",NA,NA,"Aerobic",37,"doi","doi.org/10.1093/nar/gkw1017"
1309,NA,1984441,36.89,NA,NA,NA,NA,NA,NA,"Microaerophilic",37,"doi","doi.org/10.1093/nar/gkw1017"
1302863,"Streptococcus oligofermentans AS 1.3089",2142100,42.1,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
655813,"Streptococcus oralis",NA,41.4,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1303,NA,NA,41.1,"No","Positive","No","Cocci",NA,NA,"Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1303,NA,NA,41.2,"No","Positive","No","Cocci",NA,NA,"Facultative",37,"doi","doi.org/10.1093/nar/gkw1017"
1123311,"Streptococcus orisratti DSM 15617",NA,38.5,"No","Positive",NA,"Cocci",NA,"Mesophile","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1123312,"Streptococcus ovis DSM 16829",NA,40.1,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
760570,"Streptococcus parasanguinis ATCC 15912",NA,40.95,"No","+","No","Coccus",NA,"Mesophilic","Anaerobic",NA,"doi","doi.org/10.1093/nar/gkw1017"
1073372,"Streptococcus parasanguinis CC87K",NA,41.6,NA,"Positive",NA,NA,NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.47,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.414978,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.4,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.51574,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.31,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.288292,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.53,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.51,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.54,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.49,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.59,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.61,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.7,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.43,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.557503,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1348,NA,NA,35.44,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1765960,NA,NA,37.59575,NA,NA,NA,NA,NA,"Mesophilic","Aerobic",30,"doi","doi.org/10.1093/nar/gkw1017"
882855,"Streptococcus pneumoniae 06-01-003MEF",NA,38.53,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic",NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1239789,"Streptococcus pneumoniae 1488",NA,39.4,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1239788,"Streptococcus pneumoniae 1542",NA,39.7,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1239791,"Streptococcus pneumoniae 2009",NA,39.6,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1239787,"Streptococcus pneumoniae 3051",NA,39.5,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1238422,"Streptococcus pneumoniae 357",NA,39.4,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
189423,"Streptococcus pneumoniae 670-6B",2240045,40,"No","+","No","Coccus",NA,"Mesophilic","Facultative",32.5,"doi","doi.org/10.1093/nar/gkw1017"
488221,"Streptococcus pneumoniae 70585",2184682,39.7,"No","_","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1239786,"Streptococcus pneumoniae 801",NA,39.7,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1239790,"Streptococcus pneumoniae 845",NA,39.6,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
574093,"Streptococcus pneumoniae AP200",2130580,39.51,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
561276,"Streptococcus pneumoniae ATCC 700669",2221315,39.5,"No","+","No","Coccus","Non-halophilic","Mesophilic","Facultative",32.5,"doi","doi.org/10.1093/nar/gkw1017"
1449970,NA,NA,39.83,"No","Positive",NA,"Cocci",NA,NA,NA,37,"doi","doi.org/10.1093/nar/gkw1017"
1449971,NA,NA,39.65,"No","Positive",NA,"Cocci",NA,NA,NA,37,"doi","doi.org/10.1093/nar/gkw1017"
512767,"Streptococcus pneumoniae BS397",NA,39.65,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
595501,"Streptococcus pneumoniae BS455",NA,39.6,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
512768,"Streptococcus pneumoniae BS457",NA,39.6,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
512769,"Streptococcus pneumoniae BS458",NA,39.54,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1165093,NA,NA,39.63,"No","Positive",NA,"Cocci",NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
570507,"Streptococcus pneumoniae CCRI 1974",NA,39.6,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
574965,"Streptococcus pneumoniae CCRI 1974M2",NA,39.6,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
453364,"Streptococcus pneumoniae CDC0288-04",NA,40,"No","+","No","Coccus",NA,"Mesophilic","Facultative",32.5,"doi","doi.org/10.1093/nar/gkw1017"
453361,"Streptococcus pneumoniae CDC1087-00",NA,39.8,"No","+","No","Coccus",NA,"Mesophilic","Facultative",32.5,"doi","doi.org/10.1093/nar/gkw1017"
453362,"Streptococcus pneumoniae CDC1873-00",NA,39.6,"No","+","No","Coccus",NA,"Mesophilic","Facultative",32.5,"doi","doi.org/10.1093/nar/gkw1017"
453365,"Streptococcus pneumoniae CDC3059-06",NA,39.9,"No","+","No","Coccus",NA,"Mesophilic","Facultative",32.5,"doi","doi.org/10.1093/nar/gkw1017"
516950,"Streptococcus pneumoniae CGSP14",2209198,39.5,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
373153,"Streptococcus pneumoniae D39",2046115,39.7,"No","+","No","Coccus",NA,"Mesophilic","Facultative",32.5,"doi","doi.org/10.1093/nar/gkw1017"
1449354,NA,NA,39.63,NA,"Positive",NA,"Cocci",NA,NA,NA,37,"doi","doi.org/10.1093/nar/gkw1017"
512566,"Streptococcus pneumoniae G54",2078953,39.7,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
760746,"Streptococcus pneumoniae GA04375",NA,39.9,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
886289,"Streptococcus pneumoniae GA17545",NA,39.77,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
760791,"Streptococcus pneumoniae GA17570",NA,39.66,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
760809,"Streptococcus pneumoniae GA41301",NA,39.57,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
760810,"Streptococcus pneumoniae GA41317",NA,39.73,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
760834,"Streptococcus pneumoniae GA47368",NA,39.6,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
760861,"Streptococcus pneumoniae GA47901",NA,39.69,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
487214,"Streptococcus pneumoniae Hungary19A-6",2245615,39.6,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
488222,"Streptococcus pneumoniae JJA",2120234,39.7,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1449967,NA,NA,39.59,"No","Positive",NA,"Cocci",NA,NA,NA,37,"doi","doi.org/10.1093/nar/gkw1017"
1449968,NA,NA,39.78,"No","Positive",NA,"Cocci",NA,NA,NA,37,"doi","doi.org/10.1093/nar/gkw1017"
1449969,NA,NA,39.83,"No","Positive",NA,"Cocci",NA,NA,NA,37,"doi","doi.org/10.1093/nar/gkw1017"
453366,"Streptococcus pneumoniae MLV-016",NA,39.9,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1315307,"Streptococcus pneumoniae MNZ11b",NA,39.6,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1315308,"Streptococcus pneumoniae MNZ14",NA,39.6,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1315309,"Streptococcus pneumoniae MNZ37",NA,39.8,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1315310,"Streptococcus pneumoniae MNZ41",NA,39.7,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
488223,"Streptococcus pneumoniae P1031",2111882,39.7,"No","-","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
1159095,"Streptococcus pneumoniae PNI0159",NA,39.7,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1159096,"Streptococcus pneumoniae PNI0164",NA,39.7,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1159097,"Streptococcus pneumoniae PNI0197",NA,39.7,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
1159099,"Streptococcus pneumoniae PNI0212",NA,39.7,NA,"Positive",NA,NA,NA,NA,NA,NA,"doi","doi.org/10.1093/nar/gkw1017"
171101,"Streptococcus pneumoniae R6",2038615,39.7,"No","+","No","Coccus",NA,"Mesophilic","Facultative",32.5,"doi","doi.org/10.1093/nar/gkw1017"
497963,"Streptococcus pneumoniae SP-BS293",NA,39.63,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
406559,"Streptococcus pneumoniae SP11-BS70",NA,39.7,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
497962,"Streptococcus pneumoniae SP14-BS292",NA,39.53,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
406560,"Streptococcus pneumoniae SP14-BS69",NA,39.6,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
406561,"Streptococcus pneumoniae SP18-BS74",NA,39.7,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
406562,"Streptococcus pneumoniae SP19-BS75",NA,39.6,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
453363,"Streptococcus pneumoniae SP195",NA,39.7,"No","+","No","Coccus",NA,"Mesophilic","Facultative",32.5,"doi","doi.org/10.1093/nar/gkw1017"
406563,"Streptococcus pneumoniae SP23-BS72",NA,39.7,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
406556,"Streptococcus pneumoniae SP3-BS71",NA,39.7,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
406557,"Streptococcus pneumoniae SP6-BS73",NA,39.5,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
406558,"Streptococcus pneumoniae SP9-BS68",NA,39.6,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
869308,"Streptococcus pneumoniae SPN021198",NA,39.91,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
869801,"Streptococcus pneumoniae SPN061370",NA,39.62,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
869305,"Streptococcus pneumoniae SPN072838",NA,39.73,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
869310,"Streptococcus pneumoniae SPN1041",NA,39.67,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
869313,"Streptococcus pneumoniae SPN7465",NA,39.67,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
869309,"Streptococcus pneumoniae SPNA45",NA,39.78,"Nonmotile",NA,"Nonsporulating","Coccus-shaped",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
525381,"Streptococcus pneumoniae TCH8431/19A",2088772,40.2,"No","+","No","Coccus",NA,"Mesophilic","Facultative",NA,"doi","doi.org/10.1093/nar/gkw1017"
